row_id,task,difficulty,model,variant,valid,overall_correct,methods_correct,columns_correct,over_selection,under_selection,n_pred_methods,n_gt_methods,pred_methods,gt_methods,ssc,drop_rate,add_rate_in,add_rate_out,n_summary,n_summary_applicable,n_summary_notapplicable,n_final_methods,n_dropped,n_added_in,n_added_out,n_consistent,label_clarity_auto,verdicts
21,Distribution Compliance Test,easy,72B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
22,Variance Test,easy,72B,V2,1,0,0,1,0,1,3,4,Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Mood Variance Test=exclude|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
23,Correlation Analysis,hard,72B,V2,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,1.0,0.0,0.0,0.0,4,1,3,1,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=exclude|Kendall Correlation Coefficient=exclude|Partial Correlation Coefficient=exclude
24,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
25,Correlation Analysis,easy,72B,V2,1,0,0,1,0,1,2,3,Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=exclude|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=exclude
26,Contingency Table Test,easy,72B,V2,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
27,Variance Test,easy,72B,V2,1,0,0,1,0,1,3,4,Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Mood Variance Test=exclude|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
28,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
29,Distribution Compliance Test,easy,72B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
30,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
31,Contingency Table Test,hard,72B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Fisher Exact Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
32,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
33,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,3,5,3,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
34,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Mode=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
35,Variance Test,hard,72B,V2,1,0,0,1,1,1,1,2,Kolmogorov-Smirnov Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,partially_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
36,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
37,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Skewness=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
38,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
39,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.6666666666666666,0.3333333333333333,,0.0,6,6,0,4,2,0,0,4,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Mode=include
40,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
41,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
42,Descriptive Statistics,easy,72B,V2,1,0,0,1,1,0,6,1,Mean|Median|Mode|Quartile|Standard Deviation|Skewness,Skewness,1.0,0.0,0.0,0.0,8,6,2,6,0,0,0,8,fully_labeled,Mean=include|Skewness=include|Median=include|Mode=include|Range=exclude|Quartile=include|Standard Deviation=include|Kurtosis=exclude
43,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
44,Distribution Compliance Test,hard,72B,V2,1,0,0,1,0,1,0,3,,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,,0.0,,5,0,5,0,0,0,0,5,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude
45,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
46,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.6666666666666666,0.3333333333333333,,0.0,6,6,0,4,2,0,0,4,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Mode=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
47,Distribution Compliance Test,easy,72B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
48,Descriptive Statistics,easy,72B,V2,1,0,0,1,1,0,6,1,Skewness|Kurtosis|Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Skewness,0.9230769230769231,0.14285714285714285,0.0,0.0,13,7,6,6,1,0,0,12,fully_labeled,Mean=exclude|Skewness=include|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=exclude|Kurtosis=include|Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
49,Variance Test,easy,72B,V2,1,0,0,1,0,1,3,4,Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Mood Variance Test=exclude|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
50,Variance Test,easy,72B,V2,1,0,0,1,1,1,6,4,Mean|Median|Standard Deviation|Shapiro-Wilk Test of Normality|Levene Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,,0.0,6,6,0,6,0,0,0,6,fully_labeled,Mean=include|Median=include|Standard Deviation=include|Shapiro-Wilk Test of Normality=include|Levene Test=include|F-Test for Variance=include
51,Correlation Analysis,easy,72B,V2,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=exclude
52,Distribution Compliance Test,easy,72B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
53,Variance Test,hard,72B,V2,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,1,3,1,0,0,0,4,fully_labeled,Mood Variance Test=exclude|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
54,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
55,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
56,Distribution Compliance Test,easy,72B,V2,1,0,0,1,1,0,4,1,Mood Variance Test|Levene Test|Anderson-Darling Test|Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,11,4,7,4,0,0,0,11,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude|Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
57,Variance Test,hard,72B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
58,Correlation Analysis,hard,72B,V2,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,1.0,0.0,0.0,0.0,4,1,3,1,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=exclude|Kendall Correlation Coefficient=exclude|Partial Correlation Coefficient=exclude
59,Distribution Compliance Test,hard,72B,V2,1,0,0,1,0,1,2,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,1.0,0.0,0.0,0.0,5,2,3,2,0,0,0,5,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=exclude
60,Distribution Compliance Test,easy,72B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
61,Distribution Compliance Test,hard,72B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
62,Contingency Table Test,easy,72B,V2,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
