row_id,task,difficulty,model,variant,valid,overall_correct,methods_correct,columns_correct,over_selection,under_selection,n_pred_methods,n_gt_methods,pred_methods,gt_methods,ssc,drop_rate,add_rate_in,add_rate_out,n_summary,n_summary_applicable,n_summary_notapplicable,n_final_methods,n_dropped,n_added_in,n_added_out,n_consistent,label_clarity_auto,verdicts
10,Correlation Analysis,easy,14B,V1,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,1.0,0,0,0,3,0,0,3,0,narrative_only,
11,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,,0.0,2,2,0,2,0,0,0,2,partially_labeled,Mood Variance Test=include|Levene Test=include
12,Distribution Compliance Test,easy,14B,V1,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,3,1,2,1,0,0,0,3,fully_labeled,Kolmogorov-Smirnov Test=include|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude
13,Contingency Table Test,hard,14B,V1,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,0.5,0.5,,0.0,2,2,0,1,1,0,0,1,partially_labeled,Chi-square Independence Test=include|Fisher Exact Test=include
14,Contingency Table Test,easy,14B,V1,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Chi-square Independence Test=include
15,Contingency Table Test,hard,14B,V1,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,0.6666666666666666,0.5,0.0,0.0,3,2,1,1,1,0,0,2,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
16,Contingency Table Test,hard,14B,V1,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Chi-square Independence Test=include
17,Distribution Compliance Test,easy,14B,V1,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,0.16666666666666666,0.8333333333333334,,0.0,6,6,0,1,5,0,0,1,partially_labeled,Kolmogorov-Smirnov Test for Normality=include|Lilliefors Test=include|Kolmogorov-Smirnov Test=include|Kolmogorov-Smirnov Test for Uniform distribution=include|Kolmogorov-Smirnov Test for Gamma distribution=include|Kolmogorov-Smirnov Test for Exponential distribution=include
18,Variance Test,hard,14B,V1,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,0.5,0.5,,0.0,2,2,0,1,1,0,0,1,partially_labeled,Median=include|Levene Test=include
19,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,0.5,0.5,,0.0,4,4,0,2,2,0,0,2,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
20,Variance Test,hard,14B,V1,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,,,,1.0,0,0,0,4,0,0,4,0,narrative_only,
21,Distribution Compliance Test,easy,14B,V1,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,10,1,9,1,0,0,0,10,partially_labeled,Kolmogorov-Smirnov Test=include|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=exclude|Fisher Exact Test=exclude|Mantel-Haenszel Test=exclude
22,Variance Test,easy,14B,V1,1,1,1,1,0,0,4,4,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,,0.75,1,1,0,4,0,0,3,1,partially_labeled,Bartlett Test=include
23,Correlation Analysis,hard,14B,V1,1,0,0,1,1,0,3,1,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Kendall Correlation Coefficient,0.75,0.25,,0.0,4,4,0,3,1,0,0,3,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=include
24,Variance Test,hard,14B,V1,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
25,Correlation Analysis,easy,14B,V1,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,1.0,0.0,,0.6666666666666666,1,1,0,3,0,0,2,1,partially_labeled,Pearson Correlation Coefficient=include
26,Contingency Table Test,easy,14B,V1,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,,0.0,2,2,0,2,0,0,0,2,partially_labeled,Chi-square Independence Test=include|Fisher Exact Test=include
27,Variance Test,easy,14B,V1,1,1,1,1,0,0,4,4,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,1.0,0,0,0,4,0,0,4,0,narrative_only,
28,Variance Test,hard,14B,V1,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.75,1,1,0,4,0,0,3,1,partially_labeled,Mood Variance Test=include
29,Distribution Compliance Test,easy,14B,V1,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,3,1,2,1,0,0,0,3,fully_labeled,Kolmogorov-Smirnov Test=include|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude
30,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,,0.0,2,2,0,2,0,0,0,2,partially_labeled,Mood Variance Test=include|Levene Test=include
31,Contingency Table Test,hard,14B,V1,1,0,0,1,1,1,1,1,Chi-square Independence Test,Fisher Exact Test,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Chi-square Independence Test=include
32,Variance Test,hard,14B,V1,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.75,1,1,0,4,0,0,3,1,partially_labeled,Mood Variance Test=include
33,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,5,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test|Kolmogorov-Smirnov Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,,0.0,5,5,0,5,0,0,0,5,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
34,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8571428571428571,0.25,0.0,0.25,7,4,3,4,1,0,1,6,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
35,Variance Test,hard,14B,V1,1,0,0,1,1,1,4,2,Levene Test|Mean|Median|Standard Deviation,Mood Variance Test|Levene Test,0.5714285714285714,0.42857142857142855,,0.0,7,7,0,4,3,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include|Median=include|Mean=include|Standard Deviation=include
36,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,,0.5,1,1,0,2,0,0,1,1,partially_labeled,Mood Variance Test=include
37,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.6,0.4,,0.25,5,5,0,4,2,0,1,3,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Mode=include
38,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,1.0,0,0,0,2,0,0,2,0,narrative_only,
39,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,1.0,0,0,0,4,0,0,4,0,narrative_only,
40,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,1.0,0,0,0,2,0,0,2,0,narrative_only,
41,Variance Test,hard,14B,V1,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,,,,1.0,0,0,0,4,0,0,4,0,narrative_only,
42,Descriptive Statistics,easy,14B,V1,1,1,1,1,0,0,1,1,Skewness,Skewness,,,,1.0,0,0,0,1,0,0,1,0,narrative_only,
43,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.6666666666666666,0.3333333333333333,,0.5,3,3,0,4,1,0,2,2,partially_labeled,Anderson-Darling Test=include|Mode=include|Shapiro-Wilk Test of Normality=include
44,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
45,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,1.0,0,0,0,2,0,0,2,0,narrative_only,
46,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
47,Distribution Compliance Test,easy,14B,V1,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Kolmogorov-Smirnov Test=include
48,Descriptive Statistics,easy,14B,V1,1,0,0,1,1,0,11,1,Mean|Median|Range|Quartile|Standard Deviation|Skewness|Kurtosis|Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Skewness,0.6875,0.3125,,0.0,16,16,0,11,5,0,0,11,fully_labeled,Mean=include|Median=include|Mode=include|Range=include|Quartile=include|Standard Deviation=include|Skewness=include|Kurtosis=include|Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=include|Kolmogorov-Smirnov Test for Gamma distribution=include|Kolmogorov-Smirnov Test for Exponential distribution=include
49,Variance Test,easy,14B,V1,1,1,1,1,0,0,4,4,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,1.0,0,0,0,4,0,0,4,0,narrative_only,
50,Variance Test,easy,14B,V1,1,0,0,1,0,1,2,4,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,,0.5,1,1,0,2,0,0,1,1,partially_labeled,Mood Variance Test=include
51,Correlation Analysis,easy,14B,V1,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,1.0,0,0,0,3,0,0,3,0,narrative_only,
52,Distribution Compliance Test,easy,14B,V1,1,0,0,1,1,0,2,1,Anderson-Darling Test|Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,5,2,3,2,0,0,0,5,partially_labeled,Anderson-Darling Test=include|Kolmogorov-Smirnov Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
53,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,,0.0,2,2,0,2,0,0,0,2,partially_labeled,Mood Variance Test=include|Levene Test=include
54,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
55,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
56,Distribution Compliance Test,easy,14B,V1,1,0,0,1,1,0,2,1,Anderson-Darling Test|Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,,0.0,2,2,0,2,0,0,0,2,partially_labeled,Anderson-Darling Test=include|Kolmogorov-Smirnov Test=include
57,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,1.0,0,0,0,2,0,0,2,0,narrative_only,
58,Correlation Analysis,hard,14B,V1,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Pearson Correlation Coefficient=include
59,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Lilliefors Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.875,0.2,0.0,0.0,8,5,3,4,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Shapiro-Wilk Test of Normality=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
60,Distribution Compliance Test,easy,14B,V1,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,0.8333333333333334,,0.16666666666666666,0.5,6,0,6,2,0,1,1,5,partially_labeled,Shapiro-Wilk Test of Normality=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
61,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.8571428571428571,0.3333333333333333,0.0,0.5,7,3,4,4,1,0,2,6,partially_labeled,Anderson-Darling Test=include|Mode=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
62,Contingency Table Test,easy,14B,V1,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Chi-square Independence Test=include
63,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.875,0.2,0.0,0.0,8,5,3,4,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
64,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.6666666666666666,0.3333333333333333,,0.0,6,6,0,4,2,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Mean=include
65,Variance Test,easy,14B,V1,1,0,0,1,0,1,2,4,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,0.25,0.6666666666666666,1.0,0.0,4,3,1,2,2,1,0,1,fully_labeled,Mood Variance Test=exclude|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
66,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.7777777777777778,0.3333333333333333,0.0,0.0,9,6,3,4,2,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
67,Variance Test,hard,14B,V1,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,1.0,0,0,0,2,0,0,2,0,narrative_only,
68,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,1.0,0,0,0,4,0,0,4,0,narrative_only,
69,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
70,Variance Test,hard,14B,V1,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
71,Distribution Compliance Test,hard,14B,V1,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8,0.2,,0.0,5,5,0,4,1,0,0,4,partially_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Lilliefors Test=include
72,Variance Test,easy,14B,V1,1,0,0,1,0,1,3,4,Mood Variance Test|Levene Test|F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,1.0,0.0,,0.0,3,3,0,3,0,0,0,3,partially_labeled,Mood Variance Test=include|Levene Test=include|F-Test for Variance=include
73,Correlation Analysis,easy,14B,V1,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,1.0,0.0,,0.6666666666666666,1,1,0,3,0,0,2,1,partially_labeled,Pearson Correlation Coefficient=include
74,Contingency Table Test,hard,14B,V1,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,1.0,0.0,,0.0,1,1,0,1,0,0,0,1,partially_labeled,Chi-square Independence Test=include
75,Contingency Table Test,easy,14B,V1,1,1,1,1,0,0,1,1,Mantel-Haenszel Test,Mantel-Haenszel Test,0.0,1.0,,1.0,1,1,0,1,1,0,1,0,partially_labeled,Chi-square Independence Test=include
76,Contingency Table Test,easy,14B,V1,1,0,0,1,1,0,2,1,Chi-square Independence Test|Mantel-Haenszel Test,Mantel-Haenszel Test,1.0,0.0,,0.5,1,1,0,2,0,0,1,1,partially_labeled,Chi-square Independence Test=include
